5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 5.2367e-16 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 1.09055 
1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 1.8076 
2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 
2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 2.14081 
