0.5 0.482143 0.464286 0.446429 0.428571 0.410714 0.392857 0.375 0.357143 0.339286 0.321429 0.303571 0.285714 0.267857 0.25 0.232143 0.214286 0.196429 0.178572 0.160714 0.142857 0.125 0.107143 0.0892858 0.0714292 0.0535712 0.0357128 0.0178604 0 0.0178604 0.0357128 0.0535712 0.0714292 0.0892858 0.107143 0.125 0.142857 0.160714 0.178572 0.196429 0.214286 0.232143 0.25 0.267857 0.285714 0.303571 0.321429 0.339286 0.357143 0.375 0.392857 0.410714 0.428571 0.446429 0.464286 0.482143 0.5 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 nan 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 0 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 nan 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 nan 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 nan 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 4.65661e-10 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.561504 0.54155 0.521586 0.501611 0.481627 0.461633 0.44163 0.421618 0.401598 0.38157 0.361533 0.34149 0.321439 0.301382 0.281318 0.261249 0.241174 0.221094 0.20101 0.18092 0.160828 0.140732 0.120633 0.100532 0.0804285 0.060322 0.0402139 0.0201117 0 0.0201117 0.0402139 0.060322 0.0804285 0.100532 0.120633 0.140732 0.160828 0.18092 0.20101 0.221094 0.241174 0.261249 0.281318 0.301382 0.321439 0.34149 0.361533 0.38157 0.401598 0.421618 0.44163 0.461633 0.481627 0.501611 0.521586 0.54155 0.561504 
0.630695 0.608423 0.586124 0.5638 0.541451 0.519078 0.496682 0.474263 0.451824 0.429363 0.406884 0.384385 0.361868 0.339335 0.316785 0.294221 0.271643 0.249052 0.226449 0.203835 0.181212 0.158579 0.13594 0.113293 0.0906419 0.0679844 0.045323 0.0226672 nan 0.0226672 0.045323 0.0679844 0.0906419 0.113293 0.13594 0.158579 0.181212 0.203835 0.226449 0.249052 0.271643 0.294221 0.316785 0.339335 0.361868 0.384385 0.406884 0.429363 0.451824 0.474263 0.496682 0.519078 0.541451 0.5638 0.586124 0.608423 0.630695 
0.659087 0.635876 0.612631 0.589353 0.566043 0.542703 0.519332 0.495932 0.472504 0.44905 0.42557 0.402065 0.378538 0.354988 0.331417 0.307827 0.28422 0.260595 0.236954 0.213299 0.189632 0.165952 0.142264 0.118567 0.0948628 0.0711512 0.0474348 0.0237235 nan 0.0237235 0.0474348 0.0711512 0.0948628 0.118567 0.142264 0.165952 0.189632 0.213299 0.236954 0.260595 0.28422 0.307827 0.331417 0.354988 0.378538 0.402065 0.42557 0.44905 0.472504 0.495932 0.519332 0.542703 0.566043 0.589353 0.612631 0.635876 0.659087 
